County,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Vehicle Age,Is Luxury Brand
Clark,98604,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98052,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98112,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98042,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98684,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98126,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Clark,98682,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98199,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98144,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98115,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98074,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98007,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98660,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),7,1
King,98075,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
Clark,98607,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98003,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98166,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98034,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98028,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98028,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Snohomish,98223,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,10,1
King,98038,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98133,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98052,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,220,98950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),16,1
Clark,98607,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),12,1
Kitsap,98370,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,10,1
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98144,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98075,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98108,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98198,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98199,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
Clark,98642,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,89100,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),7,1
King,98101,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98074,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98010,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,0
Snohomish,98012,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,1,PUGET SOUND ENERGY INC,6,1
King,98102,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98168,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,33,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98115,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98126,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,0
Clark,98661,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98112,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98074,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98105,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
Yakima,98942,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,15,PACIFICORP,10,1
King,98144,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Clark,98686,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
Clark,98685,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98008,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98031,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98023,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98038,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98199,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
King,98112,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98116,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98074,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,0
Clark,98607,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98032,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98008,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98055,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98004,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98665,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),7,1
King,98188,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98033,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
King,98117,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Clark,98607,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1,14,81100,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),4,0
King,98032,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Snohomish,98012,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC,10,1
King,98122,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Clark,98642,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
Clark,98606,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98028,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98042,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Snohomish,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,11,1
King,98008,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98075,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98028,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Snohomish,98292,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,10,PUGET SOUND ENERGY INC,11,1
King,98032,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98033,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98682,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98040,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98056,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98002,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98042,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98166,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Snohomish,98290,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,10,1
King,98112,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98155,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98133,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Snohomish,98021,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,1,PUGET SOUND ENERGY INC,8,1
King,98116,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98075,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98006,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98056,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98075,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98607,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98004,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),0,33,102000,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,0
King,98033,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98075,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
King,98007,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98133,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Thurston,98506,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,22,PUGET SOUND ENERGY INC,11,1
King,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98112,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98031,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98056,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98072,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98057,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98105,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
Kitsap,98110,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,23,PUGET SOUND ENERGY INC,8,1
King,98075,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98059,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98028,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Thurston,98506,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,22,PUGET SOUND ENERGY INC,11,1
King,98177,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98038,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98006,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98042,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98146,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98166,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98606,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98112,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Snohomish,98258,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,44,PUGET SOUND ENERGY INC,6,1
King,98006,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Thurston,98576,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,20,PUGET SOUND ENERGY INC,11,1
Clark,98607,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,0
King,98166,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98001,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98011,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98002,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98010,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98019,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98606,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98119,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98125,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
Thurston,98597,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,2,PUGET SOUND ENERGY INC,6,0
King,98092,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98007,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98106,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98055,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98057,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Jefferson,98339,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,11,1
King,98042,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98023,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98604,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,0
Kitsap,98383,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,11,1
Thurston,98502,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,22,PUGET SOUND ENERGY INC,7,1
King,98155,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Kitsap,98370,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,23,PUGET SOUND ENERGY INC,5,1
King,98004,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98006,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98661,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
King,98040,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98122,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
King,98007,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98052,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98008,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
Kitsap,98110,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,11,1
King,98107,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98074,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98034,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98056,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
